Accuracy: 0.3488286342626124

n_chords: 1
n_melody: 1
t_prior: 15.0
e_prior: 22.5
dataset: All
keys: minor
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[13 71]	[ 8 73]
[13 73]	[ 8 71]
[13 68]	[ 8 70]
[13 73]	[ 8 68]
[13 73]	[ 8 69]
[13 73]	[13 71]
[13 75]	[13 73]
[13 76]	[13 72]
[13 75]	[13 73]
[13 76]	[13 75]
[13 75]	[13 73]
[13 76]	[13 75]
[13 75]	[13 76]
[13 76]	[13 75]
[13 75]	[18 76]
[13 76]	[18 78]
[13 78]	[18 76]
[13 80]	[ 8 78]
[13 85]	[ 8 80]
[13 85]	[ 5 80]
[13 85]	[ 5 83]
[13 85]	[ 5 83]
[13 80]	[ 5 85]
[13 78]	[ 5 83]
[13 80]	[ 5 81]
[13 80]	[ 5 80]
[13 80]	[12 80]
[13 80]	[12 81]
[13 78]	[12 81]
[13 80]	[12 81]
[13 78]	[12 80]
[13 80]	[ 5 78]
[13 85]	[ 5 80]
[13 85]	[ 5 76]
[13 85]	[ 5 83]
[13 85]	[ 5 83]
[13 80]	[ 5 85]
[13 78]	[ 5 83]
[13 80]	[ 5 81]
[13 80]	[ 5 80]
[13 80]	[12 80]
[13 80]	[12 81]
[13 78]	[12 81]
[13 80]	[12 81]
[13 78]	[12 80]
[13 76]	[ 8 78]
[13 76]	[ 8 80]
[13 75]	[ 8 78]
[13 76]	[13 78]
[13 75]	[13 76]
[13 76]	[13 75]
[13 76]	[13 76]
[13 75]	[13 78]
[13 73]	[13 80]
[13 73]	[13 76]
[13 75]	[13 75]
[13 76]	[ 8 73]
[13 75]	[ 8 76]
[13 73]	[ 8 75]
[13 73]	[ 8 73]
[13 75]	[ 8 72]
[13 76]	[13 71]
[13 75]	[13 73]
[13 76]	[13 75]
[13 75]	[13 76]
[13 76]	[13 75]
[13 76]	[13 76]
[13 75]	[13 78]
[13 73]	[13 80]
[13 73]	[13 76]
[13 75]	[13 75]
[13 76]	[ 8 73]
[13 75]	[ 8 76]
[13 73]	[ 8 75]
[13 73]	[ 8 73]
[13 73]	[ 8 72]
[-1 -1]	[13 71]
[13 73]	[13 73]
[13 75]	[13 73]
[13 76]	[13 71]
[13 75]	[13 73]
[13 76]	[13 75]
[13 75]	[13 76]
[13 76]	[13 75]
[13 78]	[13 76]
[13 80]	[13 78]
[13 80]	[13 80]
[13 78]	[ 5 85]
[13 76]	[ 5 83]
[13 75]	[ 5 80]
[13 76]	[13 78]
[13 75]	[13 76]
[13 76]	[13 75]
[13 76]	[13 76]
[13 73]	[12 80]
[13 73]	[12 78]
[13 73]	[12 75]
[13 73]	[12 71]
[13 73]	[20 73]
[13 73]	[20 75]
[13 73]	[20 73]
[13 73]	[20 71]
[13 73]	[20 68]
[13 80]	[13 68]
[13 85]	[13 73]
[13 85]	[13 85]
[13 85]	[13 83]
[13 85]	[13 80]
[13 85]	[13 85]
[13 87]	[13 85]
[13 88]	[13 83]
[13 87]	[13 85]
[13 85]	[13 87]
[13 80]	[ 5 85]
[13 78]	[ 5 83]
[13 80]	[ 5 80]
[13 78]	[12 80]
[13 80]	[12 78]
[13 80]	[12 76]
[13 85]	[12 78]
[13 85]	[12 80]
[13 85]	[12 83]
[13 85]	[12 80]
[13 85]	[12 83]
[13 80]	[12 85]
[13 80]	[12 83]
[13 78]	[12 80]
[13 80]	[12 78]
[13 78]	[12 80]
[13 80]	[12 83]
[13 78]	[12 80]
[13 80]	[13 78]
[13 85]	[13 80]
[13 85]	[13 85]
[13 87]	[13 85]
[13 88]	[13 83]
[13 87]	[13 85]
[13 85]	[13 87]
[13 80]	[ 5 85]
[13 76]	[ 5 83]
[13 75]	[ 5 80]
[13 76]	[13 78]
[13 75]	[13 76]
[13 76]	[13 75]
[13 76]	[13 76]
[13 73]	[12 80]
[13 73]	[12 78]
[13 73]	[12 75]
[13 73]	[12 71]
[13 73]	[20 73]
[13 73]	[20 75]
[13 73]	[13 73]
[-1 -1]	[13 73]
[ 8 76]	[-1 68]
[13 75]	[-1 73]
[13 76]	[13 75]
[13 73]	[13 76]
[13 73]	[13 78]
[13 73]	[13  0]
[13 75]	[13 75]
[13 76]	[13 73]
[13 73]	[13 76]
[13 73]	[13 78]
[13 73]	[13  0]
[13 73]	[13 75]
[13 73]	[12 73]
[13 73]	[12 75]
[13 75]	[12 73]
[13 76]	[13 71]
[13 73]	[13 76]
[13 73]	[13 78]
[13 73]	[13  0]
[13 75]	[13 75]
[13 76]	[13 73]
[13 73]	[13 76]
[13 73]	[13 78]
[13 75]	[13  0]
[13 76]	[13 75]
[13 75]	[20 73]
[13 76]	[20 80]
[13 75]	[20 73]
[13 76]	[13 75]
[13 73]	[13 76]
[13 73]	[13 78]
[13 73]	[13  0]
[13 75]	[13 75]
[13 76]	[13 73]
[13 73]	[13 76]
[13 73]	[13 78]
[13 73]	[13  0]
[13 73]	[13 75]
[13 73]	[12 73]
[13 73]	[12 75]
[13 73]	[12 73]
[13 73]	[13 71]
[13 73]	[13 73]
[13 68]	[13 71]
[13 73]	[12 68]
[13 73]	[12 66]
[13 75]	[12 68]
[13 76]	[12 71]
[13 75]	[12 73]
[13 76]	[12 75]
[13 75]	[12 73]
[13 76]	[12 75]
[13 75]	[12 76]
[13 76]	[12 78]
[13 75]	[12 76]
[13 76]	[12 75]
[13 75]	[13 73]
[13 73]	[13 80]
[13 73]	[13 73]
[13 80]	[13 75]
[13 78]	[13 73]
[13 76]	[13 85]
[13 75]	[13 80]
[13 76]	[13 78]
[13 75]	[12 76]
[13 73]	[12 75]
[13 73]	[12 73]
[13 80]	[13 71]
[13 78]	[13 73]
[13 76]	[13 85]
[13 75]	[13 80]
[13 76]	[13 78]
[13 75]	[20 76]
[13 73]	[20 80]
[13 73]	[20 73]
[13 80]	[13 75]
[13 78]	[13 73]
[13 76]	[13 85]
[13 75]	[13 80]
[13 76]	[13 78]
[13 75]	[12 76]
[13 73]	[12 75]
[13 73]	[12 73]
[13 73]	[12 75]
[13 73]	[13 71]
[13 73]	[13 73]
[13 68]	[13 71]
[13 73]	[12 68]
[13 73]	[12 66]
[13 75]	[12 68]
[13 76]	[12 71]
[13 75]	[12 73]
[13 76]	[12 75]
[13 75]	[12 73]
[13 76]	[12 75]
[13 75]	[12 76]
[13 76]	[12 78]
[13 75]	[12 76]
[13 76]	[12 75]
[-1 -1]	[20 73]
[13 75]	[13 80]
[13 73]	[13 73]
[13 73]	[13 73]
[13 75]	[13 71]
[13 76]	[13 73]
[13 75]	[18 76]
[13 76]	[18 78]
[13 76]	[18 73]
[13 75]	[18 78]
[13 76]	[18 78]
[13 76]	[18 76]
[13 75]	[18 78]
[13 76]	[13 80]
[13 75]	[13 76]
[13 76]	[13 76]
[13 75]	[13 76]
[13 76]	[13 75]
[13 73]	[13 76]
[13 73]	[12 78]
[13 73]	[12 75]
[13 73]	[12 73]
[13 73]	[12 71]
[13 75]	[12 75]
[13 76]	[12 75]
[13 75]	[12 73]
[13 76]	[12 75]
[13 78]	[13 76]
[13 80]	[13 73]
[13 80]	[13 80]
[13 80]	[13 80]
[13 78]	[13 78]
[13 76]	[13 80]
[13 75]	[ 6 76]
[13 76]	[ 6 78]
[13 76]	[18 73]
[13 75]	[18 78]
[13 76]	[18 78]
[13 76]	[18 76]
[13 75]	[18 78]
[13 76]	[13 80]
[13 76]	[18 76]
[13 75]	[18 78]
[13 76]	[18 78]
[13 76]	[ 8 76]
[13 75]	[ 8 78]
[13 76]	[13 75]
[13 75]	[13 76]
[13 73]	[10 75]
[13 73]	[18 73]
[13 75]	[18 75]
[13 76]	[18 75]
[13 75]	[ 8 73]
[-1 -1]	[ 8 75]
[13 87]	[-1 76]
[13 85]	[13 87]
[13 85]	[13 88]
[13 80]	[13 87]
[13 78]	[13 84]
[13 80]	[13 85]
[13 78]	[13 80]
[13 80]	[13 80]
[13 78]	[ 6 80]
[13 80]	[ 6 82]
[13 78]	[ 6 80]
[13 76]	[ 8 78]
[13 75]	[ 8 80]
[13 73]	[13 76]
[13 75]	[13 73]
[13 76]	[13 72]
[13 75]	[13 73]
[13 76]	[13 75]
[13 78]	[13 76]
[13 80]	[ 5 78]
[13 80]	[ 5 80]
[13 80]	[ 5 83]
[13 78]	[ 6 82]
[13 80]	[ 6 78]
[13 80]	[ 3 80]
[13 85]	[ 8 82]
[13 87]	[ 8 80]
[13 85]	[13 87]
[13 85]	[13 88]
[13 80]	[ 8 87]
[13 78]	[13 84]
[13 80]	[ 1 85]
[13 78]	[ 1 80]
[13 80]	[ 1 80]
[13 78]	[ 6 80]
[13 80]	[ 6 82]
[13 78]	[ 6 80]
[13 76]	[ 8 78]
[13 75]	[ 8 80]
[13 73]	[13 76]
[13 75]	[13 73]
[13 76]	[13 72]
[13 78]	[13 73]
[13 80]	[13 75]
[13 80]	[13 76]
[13 85]	[18 78]
[13 87]	[18 80]
[13 85]	[18 88]
[13 85]	[ 8 88]
[13 85]	[ 8 87]
[13 87]	[ 8 80]
[13 88]	[13 84]
[13 87]	[ 8 85]
[13 88]	[13 87]
[13 88]	[13 88]
[13 88]	[20 92]
[13 87]	[20 87]
[13 88]	[10 92]
[13 87]	[10 85]
[13 85]	[10 87]
[13 85]	[ 5 85]
[13 85]	[ 8 83]
[13 85]	[13 80]
[13 87]	[13 85]
[13 88]	[13 84]
[13 87]	[13 85]
[13 88]	[13 87]
[13 90]	[13 88]
[13 88]	[12 90]
[13 87]	[12 92]
[13 88]	[12 95]
[13 88]	[ 6 94]
[13 87]	[ 6 90]
[13 88]	[ 3 92]
[13 88]	[ 8 94]
[13 87]	[ 8 92]
[13 88]	[13 87]
[13 90]	[13 88]
[13 88]	[13 92]
[13 90]	[12 92]
[13 88]	[12 87]
[13 87]	[12 92]
[13 88]	[10 92]
[13 87]	[10 85]
[13 85]	[10 87]
[13 85]	[ 5 85]
[13 85]	[ 8 83]
[13 85]	[13 80]
[13 87]	[13 85]
[13 88]	[13 84]
[13 87]	[13 85]
[13 88]	[13 87]
[13 88]	[13 88]
[13 87]	[18 90]
[13 85]	[18 92]
[13 85]	[18 88]
[13 85]	[ 8 88]
[13 85]	[ 8 87]
[13 85]	[ 8 80]
[13 85]	[13 84]
[13 85]	[ 8 85]
[13 85]	[ 8 87]
[13 85]	[ 8 87]
[13 85]	[ 8 80]
[-1 -1]	[13 84]
[13 73]	[13 85]
[13 73]	[13 68]
[13 73]	[13 72]
[13 73]	[ 8 73]
[13 73]	[ 8 71]
[13 73]	[ 8 71]
[13 80]	[13 73]
[13 85]	[13 68]
[13 87]	[13 80]
[13 88]	[13 84]
[13 87]	[18 85]
[13 85]	[18 87]
[13 80]	[18 85]
[13 78]	[18 84]
[13 80]	[ 8 82]
[13 78]	[ 8 80]
[13 76]	[ 8 84]
[13 75]	[ 8 76]
[13 73]	[ 8 75]
[13 73]	[ 8 73]
[13 73]	[13 72]
[13 73]	[13 68]
[13 73]	[ 8 73]
[13 73]	[ 8 72]
[13 80]	[13 73]
[13 85]	[13 68]
[13 87]	[13 80]
[13 88]	[13 84]
[13 87]	[18 85]
[13 85]	[18 87]
[13 83]	[18 85]
[13 85]	[18 84]
[13 80]	[ 8 82]
[13 80]	[ 8 84]
[13 80]	[ 8 80]
[13 80]	[13 78]
[13 85]	[13 78]
[13 88]	[13 78]
[13 87]	[13 88]
[13 88]	[13 90]
[13 87]	[ 8 88]
[13 88]	[ 8 87]
[13 87]	[ 8 88]
[13 85]	[13 87]
[13 85]	[13 85]
[13 87]	[13 85]
[13 88]	[13 84]
[13 87]	[18 85]
[13 85]	[18 87]
[13 80]	[18 85]
[13 78]	[18 84]
[13 80]	[ 8 82]
[13 78]	[ 8 80]
[13 76]	[ 8 84]
[13 75]	[ 8 76]
[13 73]	[ 8 75]
[13 85]	[ 8 73]
[13 85]	[13 72]
[13 85]	[ 8 88]
[13 85]	[13 87]
[13 85]	[13 85]
[13 87]	[13 85]
[13 88]	[13 84]
[13 87]	[18 85]
[13 85]	[18 87]
[13 80]	[18 85]
[13 78]	[18 84]
[13 80]	[ 8 82]
[13 85]	[ 8 80]
[13 80]	[ 8 82]
[13 78]	[ 8 84]
[-1 -1]	[13 80]
[13 66]	[13 80]
[13 68]	[13 61]
[13 68]	[13 64]
[13 73]	[13 68]
[13 73]	[18 69]
[13 68]	[18 73]
[13 73]	[13 71]
[13 68]	[13 69]
[13 73]	[13 71]
[13 73]	[13 69]
[13 73]	[13 68]
[13 73]	[13 68]
[13 73]	[5 0]
[13 73]	[ 5 71]
[13 73]	[ 5 73]
[13 73]	[ 5 71]
[13 73]	[12 73]
[13 68]	[12 71]
[13 68]	[ 5 68]
[13 68]	[ 5 66]
[13 68]	[ 5 68]
[13 68]	[ 5 66]
[13 73]	[ 5 64]
[13 73]	[ 5 64]
[13 68]	[13  0]
[13 68]	[13 68]
[13 68]	[13 69]
[13 68]	[13 68]
[13 68]	[ 8 69]
[13 61]	[ 8 68]
[13 61]	[13 66]
[13 61]	[13 63]
[13 61]	[13 64]
[13 61]	[13 63]
[13  0]	[13 61]
[-1 -1]	[13 61]
[13 75]	[-1  0]
[13 76]	[13 73]
[13 78]	[13 76]
[13 80]	[13 78]
[13 85]	[13 80]
[13 87]	[20 85]
[13 88]	[20 83]
[13 87]	[20 85]
[13 85]	[13 87]
[13 80]	[13 85]
[13 85]	[13 80]
[13 80]	[ 5 81]
[13 78]	[ 5 83]
[13 76]	[ 5 80]
[13 73]	[12 76]
[13 73]	[12 78]
[13 73]	[12 75]
[13 75]	[10 71]
[13 73]	[10 73]
[13 73]	[10 76]
[13 85]	[13 75]
[13 87]	[13 73]
[13 88]	[13 88]
[13 88]	[20 88]
[13 87]	[20 87]
[13 88]	[10 87]
[13 87]	[10 85]
[13 85]	[10 87]
[13 85]	[ 5 85]
[13 85]	[ 5 83]
[13 80]	[ 5 80]
[13 78]	[ 5 83]
[13 76]	[ 5 81]
[13 75]	[10 80]
[13 76]	[10 78]
[13 76]	[12 76]
[13 78]	[12 76]
[13 80]	[ 5 75]
[13 85]	[ 5 76]
[13 85]	[ 5 83]
[13 85]	[ 5 83]
[13 80]	[ 5 85]
[13 80]	[ 5 83]
[13 85]	[ 5 80]
[13 87]	[ 5 76]
[13 88]	[ 5 83]
[13 87]	[ 5 85]
[13 88]	[ 5 87]
[13 85]	[12 88]
[13 85]	[12 90]
[13 80]	[12 87]
[13 76]	[13 83]
[13 75]	[13 80]
[13 73]	[13 78]
[13 73]	[13 76]
[13 80]	[13 75]
[13 85]	[13 73]
[13 85]	[13 85]
[13 85]	[13 85]
[13 85]	[13 83]
[13 85]	[13 85]
[13 85]	[13 80]
[13 80]	[ 5 80]
[13 78]	[ 5 83]
[13 76]	[ 5 81]
[13 73]	[10 80]
[13 75]	[10 78]
[13 76]	[10 73]
[13 75]	[12 76]
[13 76]	[12 75]
[13 75]	[12 76]
[-1 -1]	[13 75]
[13 75]	[-1 73]
[13 76]	[13 68]
[13 75]	[13 73]
[13 73]	[13 75]
[13 73]	[13 76]
[13 73]	[13 73]
[13 71]	[13 68]
[13 73]	[13 68]
[13 75]	[12 70]
[13 76]	[12 71]
[13 75]	[12 73]
[13 76]	[12 75]
[13 73]	[12 76]
[13 73]	[12 78]
[13 73]	[12 75]
[13 75]	[12 71]
[13 76]	[13 75]
[13 75]	[13 73]
[13 73]	[13 75]
[13 73]	[13 76]
[13 73]	[13 73]
[13 80]	[13 68]
[13 78]	[13 68]
[13 76]	[ 8 81]
[13 75]	[ 8 80]
[13 76]	[ 8 78]
[13 75]	[ 8 76]
[13 73]	[13 75]
[13 73]	[13 73]
[13 73]	[13 73]
[13 75]	[ 5 75]
[13 76]	[ 5 76]
[13 78]	[ 5 76]
[13 80]	[ 5 76]
[13 80]	[12 80]
[13 80]	[12 78]
[13 78]	[12 78]
[13 76]	[12 78]
[13 75]	[ 5 80]
[13 76]	[ 5 76]
[13 78]	[ 5 76]
[13 80]	[ 5 76]
[13 80]	[12 80]
[13 76]	[12 78]
[13 75]	[12 78]
[13 76]	[ 5 75]
[13 75]	[ 5 76]
[13 73]	[ 5 76]
[13 73]	[ 5 76]
[13 73]	[12 80]
[13 73]	[12 83]
[13 80]	[12 71]
[13 78]	[12 71]
[13 76]	[ 8 81]
[13 75]	[ 8 80]
[13 76]	[ 8 78]
[-1 -1]	[ 8 76]
[13 87]	[-1 75]
[13 85]	[13 87]
[13 85]	[13 88]
[13 80]	[ 8 87]
[13 78]	[13 84]
[13 80]	[13 85]
[13 78]	[ 1 80]
[13 80]	[ 1 80]
[13 78]	[ 6 80]
[13 80]	[ 6 82]
[13 78]	[ 6 80]
[13 76]	[ 8 78]
[13 75]	[ 8 80]
[13 73]	[13 76]
[13 75]	[13 73]
[13 76]	[13 72]
[13 75]	[13 73]
[13 76]	[13 75]
[13 78]	[13 76]
[13 80]	[13 78]
[13 80]	[13 80]
[13 80]	[13 83]
[13 78]	[ 6 82]
[13 80]	[ 6 78]
[13 80]	[ 6 80]
[13 85]	[ 8 82]
[13 87]	[ 8 80]
[13 85]	[13 87]
[13 85]	[13 88]
[13 80]	[13 87]
[13 78]	[13 84]
[13 80]	[13 85]
[13 78]	[ 6 80]
[13 80]	[ 6 82]
[13 78]	[ 6 80]
[13 76]	[13 78]
[13 75]	[13 80]
[13 73]	[13 76]
[13 75]	[13 73]
[13 76]	[13 72]
[13 78]	[13 73]
[13 80]	[13 75]
[13 80]	[13 76]
[13 85]	[13 78]
[13 87]	[13 80]
[13 85]	[13 88]
[13 85]	[ 8 88]
[13 85]	[ 8 87]
[13 87]	[ 8 80]
[13 88]	[13 84]
[13 87]	[13 85]
[13 88]	[13 87]
[13 88]	[13 88]
[13 88]	[20 92]
[13 87]	[20 87]
[13 85]	[13 92]
[13 85]	[13 85]
[13 85]	[20 85]
[13 85]	[20 83]
[13 85]	[13 80]
[13 87]	[13 85]
[13 88]	[13 83]
[13 87]	[13 85]
[13 88]	[13 87]
[13 90]	[13 88]
[13 88]	[13 90]
[13 87]	[13 92]
[13 88]	[13 95]
[13 88]	[ 6 94]
[13 87]	[ 6 90]
[13 88]	[ 6 92]
[13 88]	[ 8 94]
[13 87]	[ 8 92]
[13 88]	[13 87]
[13 90]	[13 88]
[13 88]	[13 92]
[13 90]	[20 92]
[13 88]	[20 87]
[13 87]	[20 92]
[13 85]	[10 92]
[13 85]	[10 85]
[13 85]	[10 85]
[13 85]	[ 5 85]
[13 85]	[ 5 83]
[13 85]	[13 80]
[13 87]	[13 85]
[13 88]	[13 84]
[13 87]	[13 85]
[13 88]	[13 87]
[13 88]	[13 88]
[13 87]	[13 90]
[13 85]	[13 92]
[13 85]	[13 88]
[13 85]	[ 8 88]
[13 85]	[ 8 87]
[13 85]	[ 8 80]
[13 85]	[13 84]
[13 85]	[13 85]
[13 85]	[ 8 87]
[13 85]	[ 8 87]
[13 85]	[ 8 80]
[13 85]	[13 84]
[-1 -1]	[13 85]
[ 8 76]	[13  0]
[13 75]	[13 73]
[13 76]	[13 75]
[13 78]	[13 76]
[13 80]	[13 78]
[13 80]	[13 80]
[13 78]	[18 80]
[13 80]	[18 81]
[13 80]	[18 80]
[13 78]	[18 81]
[13 76]	[13 85]
[13 76]	[18 80]
[13 73]	[18 78]
[13 73]	[18 78]
[13 75]	[13 75]
[13 76]	[13 76]
[13 75]	[ 8 76]
[13 76]	[ 8 75]
[13 75]	[ 8 73]
[13 73]	[ 8 75]
[13 73]	[13 76]
[13 73]	[13 73]
[13 73]	[13  0]
[13 75]	[ 8 68]
[13 76]	[ 8 75]
[13 75]	[ 8 73]
[13 73]	[ 8 75]
[13 73]	[13 76]
[13 80]	[13 73]
[13 85]	[13 73]
[13 85]	[10 85]
[13 85]	[10 85]
[13 85]	[12 85]
[13 85]	[12 83]
[13 80]	[12 85]
[13 78]	[12 83]
[13 80]	[ 5 81]
[13 80]	[ 8 80]
[13 85]	[13 80]
[13 85]	[13 73]
[13 85]	[10 85]
[13 85]	[10 85]
[13 85]	[12 85]
[13 85]	[12 83]
[13 80]	[12 85]
[13 80]	[12 83]
[13 85]	[ 5 81]
[13 85]	[ 5 80]
[13 80]	[ 5 83]
[13 78]	[ 5 83]
[13 80]	[ 5 76]
[13 78]	[12 76]
[13 80]	[12 78]
[13 80]	[12 80]
[13 78]	[12 81]
[13 76]	[ 5 83]
[13 75]	[ 5 80]
[13 76]	[ 5 78]
[13 76]	[18 76]
[13 75]	[18 78]
[13 73]	[13 78]
[13 73]	[13 76]
[13 73]	[ 8 76]
[13 73]	[ 8 75]
[13 73]	[ 8 73]
[13 75]	[ 8 75]
[13 76]	[13 76]
[13 76]	[18 73]
[13 73]	[18 78]
[13 73]	[18 78]
[13 75]	[13 75]
[13 76]	[13 76]
[13 78]	[12 76]
[13 80]	[12 78]
[13 80]	[12 80]
[13 78]	[12 81]
[13 76]	[ 5 83]
[13 75]	[ 5 80]
[13 76]	[ 5 78]
[13 76]	[18 76]
[13 75]	[18 78]
[13 73]	[13 78]
