Accuracy: 0.02799689216060682

n_chords: 1
n_melody: 1
t_prior: 22.5
e_prior: 0.0
dataset: All
keys: minor
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[24 93]	[ 6 71]
[24 93]	[ 6 69]
[24 93]	[ 6 68]
[24 93]	[ 6 66]
[24 93]	[ 6 68]
[24 93]	[ 6 69]
[24 93]	[ 6 71]
[24 93]	[ 6 69]
[24 93]	[ 6 68]
[24 93]	[ 5 66]
[24 93]	[ 5 71]
[24 93]	[ 5 64]
[24 93]	[ 5 68]
[24 93]	[ 5 71]
[24 93]	[ 5 69]
[24 93]	[ 5 68]
[24 93]	[ 5 69]
[24 93]	[ 5 68]
[24 93]	[ 5 64]
[24 93]	[ 6 68]
[24 93]	[ 6 66]
[24 93]	[ 6 66]
[24 93]	[ 6 68]
[24 93]	[ 6 69]
[24 93]	[ 6 68]
[24 93]	[ 6 66]
[24 93]	[ 6 68]
[24 93]	[ 6 69]
[24 93]	[ 6 71]
[24 93]	[ 5 73]
[24 93]	[ 5 71]
[24 93]	[ 5 69]
[24 93]	[ 6 68]
[24 93]	[ 6 66]
[24 93]	[ 6 68]
[24 93]	[ 6 69]
[24 93]	[ 6 68]
[24 93]	[ 6 66]
[24 93]	[ 6 68]
[24 93]	[ 6 69]
[24 93]	[ 6 71]
[24 93]	[10 73]
[24 93]	[10 73]
[24 93]	[12 73]
[24 93]	[12 68]
[24 93]	[12 69]
[24 93]	[12 68]
[24 93]	[12 66]
[24 93]	[12 68]
[24 93]	[12 69]
[24 93]	[12 71]
[24 93]	[ 6 73]
[24 93]	[ 6 71]
[24 93]	[ 6 69]
[24 93]	[ 6 68]
[24 93]	[ 6 66]
[24 93]	[ 6 68]
[24 93]	[ 6 64]
[24 93]	[ 6 68]
[24 93]	[ 6 71]
[24 93]	[ 6 69]
[24 93]	[ 6 68]
[24 93]	[ 6 69]
[24 93]	[ 6 68]
[24 93]	[ 6 64]
[24 93]	[ 6 68]
[24 93]	[ 6 66]
[24 93]	[ 6 66]
[24 93]	[ 6 85]
[24 93]	[ 6 84]
[24 93]	[ 6 81]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[ 6 83]
[24 93]	[ 6 81]
[24 93]	[ 6 83]
[24 93]	[ 6 85]
[24 93]	[ 6 85]
[24 93]	[ 6 84]
[24 93]	[ 6 81]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[ 6 86]
[24 93]	[ 6 89]
[24 93]	[ 6 90]
[24 93]	[ 6 85]
[24 93]	[ 6 85]
[24 93]	[ 6 84]
[24 93]	[ 6 81]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[ 6 83]
[24 93]	[ 6 81]
[24 93]	[ 6 83]
[24 93]	[ 6 85]
[24 93]	[5 0]
[24 93]	[ 5 90]
[24 93]	[ 5 89]
[24 93]	[ 5 86]
[24 93]	[ 5 85]
[24 93]	[ 5 83]
[24 93]	[ 5 81]
[24 93]	[ 5 80]
[24 93]	[ 5 81]
[24 93]	[ 5 83]
[24 93]	[ 6 85]
[24 93]	[ 6 78]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[ 6 84]
[24 93]	[ 6 81]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[ 6 83]
[24 93]	[ 6 81]
[24 93]	[ 6 83]
[24 93]	[ 6 85]
[24 93]	[6 0]
[24 93]	[6 0]
[24 93]	[ 6 88]
[24 93]	[ 6 87]
[24 93]	[ 6 85]
[24 93]	[ 6 84]
[24 93]	[ 6 81]
[24 93]	[ 6 80]
[24 93]	[ 6 78]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[ 6 86]
[24 93]	[ 6 89]
[24 93]	[ 6 90]
[24 93]	[ 6 85]
[24 93]	[ 6 85]
[24 93]	[ 6 84]
[24 93]	[ 6 81]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[ 6 83]
[24 93]	[ 6 81]
[24 93]	[ 6 83]
[24 93]	[ 6 85]
[24 93]	[6 0]
[24 93]	[ 6 88]
[24 93]	[ 6 87]
[24 93]	[ 6 85]
[24 93]	[ 6 84]
[24 93]	[ 6 81]
[24 93]	[ 6 80]
[24 93]	[ 6 78]
[24 93]	[6 0]
[24 93]	[ 6 85]
[24 93]	[ 6 88]
[-1 -1]	[ 6 85]
[24 93]	[ 6 83]
[24 93]	[-1 85]
[24 93]	[-1 61]
[24 93]	[-1 61]
[24 93]	[13 61]
[24 93]	[13 68]
[24 93]	[13 68]
[24 93]	[ 8 68]
[24 93]	[ 8 76]
[24 93]	[13 75]
[24 93]	[13 73]
[24 93]	[13 68]
[24 93]	[18 69]
[24 93]	[18 71]
[24 93]	[12 69]
[24 93]	[12 66]
[24 93]	[12 66]
[24 93]	[12 69]
[24 93]	[12 73]
[24 93]	[ 8 73]
[24 93]	[ 8 68]
[24 93]	[13 68]
[24 93]	[13 73]
[24 93]	[ 8 73]
[24 93]	[ 8 72]
[24 93]	[10 75]
[24 93]	[10 73]
[24 93]	[13 73]
[24 93]	[13 68]
[24 93]	[13 64]
[24 93]	[13 66]
[24 93]	[13 68]
[24 93]	[18 68]
[24 93]	[18 66]
[24 93]	[18 64]
[-1 -1]	[ 8 66]
[24 93]	[ 8 68]
[24 93]	[-1 68]
[24 93]	[13 80]
[24 93]	[13 80]
[24 93]	[13 85]
[24 93]	[ 8 84]
[24 93]	[ 8 80]
[24 93]	[ 8 83]
[24 93]	[ 8 87]
[24 93]	[ 8 90]
[24 93]	[13 87]
[24 93]	[13 88]
[24 93]	[13 88]
[24 93]	[13 88]
[24 93]	[13 92]
[24 93]	[ 8 90]
[24 93]	[ 8 87]
[24 93]	[13 90]
[24 93]	[ 8 88]
[24 93]	[ 8 87]
[24 93]	[ 8 87]
[24 93]	[ 8 87]
[24 93]	[ 8 92]
[24 93]	[ 8 90]
[24 93]	[ 8 87]
[24 93]	[13 90]
[24 93]	[13 88]
[24 93]	[13 88]
[24 93]	[ 8 85]
[24 93]	[ 8 87]
[24 93]	[ 8 87]
[24 93]	[ 8 87]
[24 93]	[ 8 92]
[24 93]	[ 8 90]
[24 93]	[ 8 87]
[24 93]	[13 90]
[24 93]	[13 88]
[24 93]	[13 88]
[24 93]	[ 8 85]
[24 93]	[ 8 87]
[24 93]	[13 87]
[24 93]	[13 88]
[24 93]	[13 88]
[24 93]	[13 92]
[24 93]	[ 8 90]
[-1 -1]	[ 8 87]
[24 93]	[ 8 90]
[24 93]	[-1 87]
[24 93]	[-1 73]
[24 93]	[13 75]
[24 93]	[13 76]
[24 93]	[13 75]
[24 93]	[13 76]
[24 93]	[13 75]
[24 93]	[13 73]
[24 93]	[13 68]
[24 93]	[13 73]
[24 93]	[10 75]
[24 93]	[10 76]
[24 93]	[10 75]
[24 93]	[10 76]
[24 93]	[10 75]
[24 93]	[10 73]
[24 93]	[10 69]
[24 93]	[10 73]
[24 93]	[12 76]
[24 93]	[12 75]
[24 93]	[12 71]
[24 93]	[12 66]
[24 93]	[12 71]
[24 93]	[12 68]
[24 93]	[12 66]
[24 93]	[12 68]
[24 93]	[12 71]
[24 93]	[12 66]
[24 93]	[12 68]
[24 93]	[12 71]
[24 93]	[12 73]
[24 93]	[12 75]
[24 93]	[12 73]
[24 93]	[12 71]
[24 93]	[13 75]
[24 93]	[13 76]
[24 93]	[13 75]
[24 93]	[13 76]
[24 93]	[13 75]
[24 93]	[13 73]
[24 93]	[13 68]
[24 93]	[13 73]
[24 93]	[10 75]
[24 93]	[10 76]
[24 93]	[10 75]
[24 93]	[10 76]
[24 93]	[10 75]
[24 93]	[10 73]
[24 93]	[10 69]
[24 93]	[10 73]
[24 93]	[12 76]
[24 93]	[12 78]
[24 93]	[12 75]
[24 93]	[12 66]
[24 93]	[12 75]
[24 93]	[12 68]
[24 93]	[12 66]
[24 93]	[12 68]
[24 93]	[12 71]
[24 93]	[12 66]
[24 93]	[12 64]
[24 93]	[12 63]
[24 93]	[13 64]
[24 93]	[13 61]
[24 93]	[13 59]
[24 93]	[13 63]
[24 93]	[13 64]
[24 93]	[13 61]
[24 93]	[13 68]
[24 93]	[13 61]
[24 93]	[13 69]
[24 93]	[13 61]
[24 93]	[13 68]
